gene,mean_shap_rank,mean_attn_rank,combined_rank_score,n_folds,mean_shap_importance,mean_attention
HMHA1,3685.00,3676.00,7361.00,1,3.60991e-06,0.000227115
STARD3NL,3086.00,4276.00,7362.00,2,8.14241e-06,9.99162e-05
HOMER1,4193.33,3168.67,7362.00,2,1.43802e-06,0.000286359
MAST4,3792.67,3570.00,7362.67,1,1.14277e-05,0.000100126
RP11-274H2.5,2533.67,4830.33,7364.00,2,1.323e-05,9.98286e-05
CEP162,2730.00,4634.33,7364.33,2,1.08428e-05,9.98638e-05
CYP21A1P,3412.00,3952.33,7364.33,2,2.78127e-06,0.000125223
DARS2,3413.00,3952.67,7365.67,2,6.89463e-06,0.000133656
KLK7,3219.67,4146.33,7366.00,2,7.11061e-06,0.000120373
INPP1,3696.67,3669.33,7366.00,1,1.6643e-05,0.000100106
HIVEP3,2971.00,4395.33,7366.33,2,8.92866e-06,9.99139e-05
MRPL45,3947.33,3419.00,7366.33,1,2.21738e-06,0.000333254
MIR7114,4366.67,2999.67,7366.33,2,5.66826e-07,0.000298497
PTPLB,3567.67,3799.00,7366.67,2,7.92674e-06,9.9967e-05
KCTD12,3667.00,3700.00,7367.00,2,3.15595e-06,0.000111144
KLHDC7A,4383.33,2983.67,7367.00,2,1.43555e-06,0.000149189
LOC100507472,4502.33,2865.00,7367.33,2,6.27877e-07,0.000149672
C1orf162,4031.33,3336.00,7367.33,2,3.41496e-06,0.000122558
NXPE3,2696.33,4671.67,7368.00,2,1.24875e-05,9.98541e-05
NEIL3,4000.67,3367.33,7368.00,2,2.20024e-06,0.000155583
MLLT4-AS1,2953.00,4415.00,7368.00,2,1.01333e-05,9.98739e-05
DDX20,4108.33,3260.67,7369.00,2,3.57482e-06,0.000100021
FEZ1,3155.67,4213.33,7369.00,2,3.75143e-06,0.000133919
PRELID2,3979.67,3390.33,7370.00,2,2.60556e-06,0.000160206
ERAP1,3903.33,3467.00,7370.33,1,9.80434e-06,0.000100197
IGIP,2866.67,4505.00,7371.67,2,1.17875e-05,9.9902e-05
ARID4A,4299.33,3073.00,7372.33,2,2.93309e-06,0.000100023
KCNQ4,3972.67,3401.67,7374.33,1,2.11953e-06,0.000360157
TFAP2C,3397.33,3978.33,7375.67,2,4.62128e-06,0.000143212
NR2F1-AS1,2674.33,4702.67,7377.00,2,1.13276e-05,9.9872e-05
OPLAH,4550.33,2827.33,7377.67,2,5.2235e-07,0.000141933
CDC23,3949.33,3428.33,7377.67,2,4.53989e-06,9.99794e-05
STON2,2497.67,4881.67,7379.33,2,1.34839e-05,9.98092e-05
SIL1,4002.67,3377.00,7379.67,2,4.35222e-06,9.99882e-05
CCND2,3353.67,4028.00,7381.67,2,3.62327e-06,0.000132976
ZNF10,2756.67,4626.00,7382.67,2,1.304e-05,9.9879e-05
PYHIN1,3485.67,3897.33,7383.00,2,8.06467e-06,9.99513e-05
SCAMP1,3716.00,3667.67,7383.67,2,5.19178e-06,9.99608e-05
LINC01137,3378.00,4005.67,7383.67,2,1.28009e-05,9.99244e-05
ATP1B3,4038.00,3345.67,7383.67,2,2.42258e-06,0.000133082
ZHX1,3776.33,3607.67,7384.00,2,2.89698e-06,0.000132595
AC083843.1,3019.33,4364.67,7384.00,2,1.11973e-05,9.98885e-05
TNFSF11,4013.33,3371.67,7385.00,1,1.98587e-06,0.000423133
MTR,3797.33,3587.67,7385.00,2,2.38902e-06,0.000125416
TIMM13,4169.67,3215.33,7385.00,2,1.949e-06,0.000134931
TYMSOS,3625.67,3761.00,7386.67,2,2.03854e-06,0.000129928
COX11,3144.67,4242.00,7386.67,2,8.89406e-06,9.99299e-05
ULK2,3239.67,4148.33,7388.00,2,1.04185e-05,9.99392e-05
WDR36,2820.33,4568.33,7388.67,2,1.00041e-05,9.98858e-05
RPLP2,3956.67,3434.67,7391.33,2,3.98039e-06,0.000119191
FRMD4B,3501.33,3890.00,7391.33,1,5.67385e-06,0.000200577
ARNTL,2802.67,4589.33,7392.00,2,1.28113e-05,9.988e-05
MGA,3982.33,3411.00,7393.33,1,2.08492e-06,0.000346276
TSPAN3,3508.67,3885.67,7394.33,1,5.52175e-06,0.000200918
OVOL1,3716.33,3679.67,7396.00,1,1.59104e-05,0.000100101
PLEKHM3,3196.33,4200.33,7396.67,2,1.51222e-05,9.99002e-05
FBXL2,4454.33,2942.33,7396.67,2,1.88186e-06,0.000135816
NBPF1,4103.67,3293.00,7396.67,2,3.88031e-06,9.99946e-05
ALG9,3169.33,4227.67,7397.00,2,9.76406e-06,9.99289e-05
RND3,3814.33,3583.67,7398.00,1,1.10973e-05,0.000100121
GOLGA7B,3602.33,3795.67,7398.00,1,4.33588e-06,0.000210795
ROBO2,3000.67,4397.67,7398.33,2,9.70693e-06,9.99147e-05
BHMT2,3448.33,3951.33,7399.67,2,1.13118e-05,9.99558e-05
STXBP6,4251.00,3149.33,7400.33,2,1.54335e-06,0.000130853
TICRR,3485.00,3915.67,7400.67,2,5.7437e-06,0.000135563
HS3ST2,3459.00,3942.00,7401.00,2,6.65485e-06,9.98918e-05
METRNL,3610.67,3790.67,7401.33,1,1.53327e-05,0.000100051
RP11-121C2.2,2670.33,4731.33,7401.67,2,1.15659e-05,9.9852e-05
RP3-406A7.7,4257.33,3144.67,7402.00,2,1.28223e-06,0.000153693
DNAH3,3440.00,3962.33,7402.33,2,7.21827e-06,0.000145941
FAM13B,4286.00,3117.00,7403.00,2,1.81104e-06,0.000141609
PIGA,3348.67,4054.67,7403.33,2,6.69792e-06,9.9946e-05
SLC44A3,4716.33,2687.33,7403.67,2,2.10658e-07,0.000201927
ICAM3,3447.33,3957.00,7404.33,2,7.20902e-06,9.9934e-05
ALG6,3893.33,3511.00,7404.33,1,1.10994e-05,0.000100231
SYT13,4099.00,3305.33,7404.33,2,2.21266e-06,0.000159483
ID1,3592.33,3812.67,7405.00,2,4.2646e-06,0.000142908
COBLL1,4045.33,3359.67,7405.00,1,8.30861e-06,0.000100601
CYB5R4,3811.67,3593.67,7405.33,1,2.84478e-06,0.000244192
RASA2,4027.67,3378.33,7406.00,2,3.9976e-06,0.000123087
IDNK,2662.67,4744.67,7407.33,2,1.57928e-05,9.98619e-05
FCHO1,3691.00,3716.67,7407.67,2,2.20008e-06,0.000138323
FAM122A,2815.67,4592.33,7408.00,2,1.07494e-05,9.98767e-05
MID1IP1,3707.00,3701.00,7408.00,2,1.73141e-06,0.000134016
LILRB2,2526.67,4881.67,7408.33,2,1.29374e-05,9.97645e-05
CTA-390C10.10,3094.33,4314.33,7408.67,2,8.06864e-06,9.99185e-05
TOP1,3552.00,3856.67,7408.67,2,5.97345e-06,9.99411e-05
SLC9A6,2898.00,4512.00,7410.00,2,9.47425e-06,9.99001e-05
TMEM154,3844.33,3565.67,7410.00,2,4.99312e-06,9.99769e-05
EP300,3952.33,3458.00,7410.33,2,1.86117e-06,0.000122373
ZNF626,3763.67,3647.33,7411.00,2,5.77058e-06,9.99758e-05
RPL18,4235.67,3175.67,7411.33,2,1.85867e-06,0.00013786
ADAL,2735.67,4675.67,7411.33,2,1.08053e-05,9.98659e-05
HUNK,4441.00,2970.67,7411.67,2,1.0032e-06,0.000154907
PSAT1,3817.67,3595.33,7413.00,2,5.57644e-06,0.000121104
STXBP5,2874.00,4539.67,7413.67,2,9.85008e-06,9.98896e-05
ZNF257,2885.00,4529.67,7414.67,2,9.52317e-06,9.98848e-05
COL4A4,2885.00,4532.00,7417.00,2,9.49117e-06,9.98988e-05
ANKS1A,3173.67,4243.33,7417.00,2,1.53294e-05,9.99104e-05
C5orf28,4306.00,3112.00,7418.00,2,3.02793e-06,0.000129136
SRI,3909.33,3508.67,7418.00,1,9.71453e-06,0.000100163
TMEM45B,3439.00,3980.00,7419.00,2,5.17289e-06,0.000142219
CABYR,3755.33,3664.33,7419.67,1,1.47135e-05,0.000100108
BC113958,2908.00,4511.67,7419.67,2,1.16534e-05,9.99007e-05
MGAT4A,4026.00,3394.33,7420.33,1,8.49498e-06,0.000100325
CD53,3582.67,3840.00,7422.67,2,4.52352e-06,0.000111819
UAP1L1,3986.33,3436.33,7422.67,1,2.07104e-06,0.000315373
KIAA1919,3882.67,3541.67,7424.33,1,1.00207e-05,0.00010014
CCDC88A,3066.33,4358.67,7425.00,2,8.99107e-06,9.9913e-05
PI4K2B,3447.33,3978.33,7425.67,2,6.39305e-06,9.99365e-05
IFNGR1,3967.00,3459.67,7426.67,1,9.16227e-06,0.000100204
EPB41,4322.67,3106.33,7429.00,2,2.08522e-06,0.000127962
USP22,4351.33,3077.67,7429.00,2,1.51989e-06,0.000160475
ZNF738,3894.67,3536.67,7431.33,2,4.32196e-06,9.99798e-05
MEIS3P1,3892.33,3540.33,7432.67,2,4.35078e-06,0.000111888
TRAT1,3497.67,3936.00,7433.67,2,6.06584e-06,9.9959e-05
GBP4,2619.33,4815.67,7435.00,2,1.23111e-05,9.98109e-05
CNIH2,4055.33,3381.00,7436.33,1,1.85405e-06,0.000392535
USP3,3395.33,4041.00,7436.33,2,6.59883e-06,9.99321e-05
GGH,4065.67,3372.00,7437.67,1,1.82506e-06,0.000422926
SMPDL3A,4080.00,3357.67,7437.67,1,1.78295e-06,0.000486276
NKG7,4229.33,3208.33,7437.67,2,9.06911e-07,0.000203934
CTB-181H17.1,3076.33,4362.67,7439.00,2,8.4193e-06,9.99181e-05
INSM1,3773.33,3666.00,7439.33,2,1.59163e-06,0.000155276
OSMR,3845.33,3595.00,7440.33,2,6.00639e-06,9.99722e-05
SLC18A2,2603.33,4838.33,7441.67,2,1.24126e-05,9.98326e-05
SATB2,4831.33,2610.67,7442.00,2,1.99631e-07,0.000173022
DOCK2,3816.00,3626.33,7442.33,1,2.82082e-06,0.000236746
FAAH2,3661.00,3782.00,7443.00,1,1.81201e-05,0.000100074
C2orf82,3378.67,4064.33,7443.00,1,9.3861e-06,0.000185583
PRICKLE1,3631.33,3813.67,7445.00,2,3.80007e-06,0.000124925
ATAD1,3420.00,4025.33,7445.33,2,6.31215e-06,9.994e-05
QSER1,3658.33,3787.67,7446.00,1,3.81714e-06,0.000211604
RP11-1109F11.5,2980.67,4465.67,7446.33,2,9.47461e-06,9.99047e-05
CPOX,4357.67,3089.33,7447.00,2,2.79807e-06,0.000100016
PALLD,4100.67,3347.00,7447.67,2,1.9435e-06,0.000144279
MCF2L-AS1,4762.00,2686.00,7448.00,2,5.01219e-07,0.000151945
ASAP3,3962.00,3486.00,7448.00,1,9.20394e-06,0.000100178
C10orf2,3237.67,4210.33,7448.00,2,3.29961e-06,0.000129917
ATM,4058.33,3390.33,7448.67,1,1.84912e-06,0.00037698
ZNF599,2709.33,4739.67,7449.00,2,1.09819e-05,9.98621e-05
CERS5,3962.67,3486.67,7449.33,1,2.16119e-06,0.000281848
FBXO15,3070.33,4379.67,7450.00,2,9.06752e-06,9.99161e-05
CTD-2554C21.3,3083.00,4368.00,7451.00,2,9.12517e-06,9.99089e-05
IFI35,3826.33,3625.00,7451.33,1,2.76432e-06,0.000236991
C10orf35,3506.33,3946.00,7452.33,2,1.15706e-05,9.99514e-05
LOC728554,3837.67,3615.33,7453.00,1,1.23859e-05,0.000100131
TM7SF3,3801.67,3651.33,7453.00,2,1.91702e-06,0.000112257
DQ570096,2659.33,4794.00,7453.33,2,1.4818e-05,9.97853e-05
RNF138,3956.33,3497.67,7454.00,2,2.94313e-06,0.000119123
SPG20,3960.67,3493.67,7454.33,1,9.22024e-06,0.000100172
AMN1,3478.33,3976.67,7455.00,2,7.56087e-06,9.99377e-05
JAK1,3274.33,4181.00,7455.33,2,8.11369e-06,9.98996e-05
ZBTB42,3689.33,3766.33,7455.67,2,5.83715e-06,9.99477e-05
RBFOX2,3761.00,3695.33,7456.33,1,3.11584e-06,0.00022415
MTMR9,3029.67,4427.00,7456.67,2,1.61754e-05,9.98465e-05
DSCAM-AS1,4464.00,2994.33,7458.33,2,1.72151e-06,0.000161561
MAOB,2660.33,4798.33,7458.67,2,1.10194e-05,0.000118238
RP11-350F4.2,3837.33,3621.67,7459.00,2,4.89983e-06,9.99619e-05
C2,3804.67,3654.33,7459.00,1,2.87933e-06,0.000230902
SLC37A4,3821.00,3638.33,7459.33,2,3.63468e-06,0.000160475
CIDEB,3173.33,4287.00,7460.33,2,3.69616e-06,0.000112656
NRARP,3597.33,3863.33,7460.67,2,3.59031e-06,0.000121523
SMPD2,4410.33,3050.67,7461.00,2,5.25903e-07,0.000176615
MBIP,3546.33,3915.00,7461.33,2,6.04246e-06,9.99569e-05
GABPB1-AS1,4107.33,3354.33,7461.67,1,1.70875e-06,0.000508144
METTL3,3598.00,3865.67,7463.67,2,3.43962e-06,0.000119128
TENM3,3934.00,3530.33,7464.33,1,2.28657e-06,0.000262794
LOC101928245,3334.00,4131.67,7465.67,2,6.85351e-06,9.99184e-05
SAP130,3808.33,3657.33,7465.67,1,1.12068e-05,0.00010009
ASCL1,4339.33,3127.33,7466.67,2,7.02201e-07,0.000150286
MFSD7,3645.00,3822.00,7467.00,2,1.9653e-06,0.000140282
SLC7A6OS,2740.00,4727.33,7467.33,2,1.093e-05,9.986e-05
RAB7B,2728.00,4740.33,7468.33,2,1.35518e-05,9.98474e-05
OR2A20P,3840.33,3629.67,7470.00,1,1.06448e-05,0.0001001
SUPT16H,3448.00,4022.33,7470.33,2,7.10562e-06,9.99329e-05
CASP4,3604.67,3866.33,7471.00,2,7.44766e-06,9.99651e-05
CITED1,3451.67,4019.33,7471.00,2,3.80156e-06,0.000114816
SULT4A1,3113.00,4358.33,7471.33,2,1.01893e-05,0.000132169
DUSP14,3279.67,4191.67,7471.33,2,7.80196e-06,9.99335e-05
LOC153682,3230.67,4240.67,7471.33,2,7.33907e-06,9.99212e-05
SFRP1,3468.67,4003.00,7471.67,2,1.28045e-05,0.000129028
GYG2,3166.33,4306.00,7472.33,2,4.71103e-06,0.000128063
CHKB-CPT1B,4227.67,3245.67,7473.33,2,2.17478e-06,0.00012172
ANKRD11,3480.33,3993.33,7473.67,2,6.11466e-06,9.99398e-05
TRIM29,3818.33,3656.33,7474.67,2,4.98604e-06,0.000140182
OAS1,3577.33,3897.33,7474.67,2,8.71855e-06,0.000127147
ACSS2,4037.00,3438.00,7475.00,1,8.46663e-06,0.000100669
TAF15,3850.33,3624.67,7475.00,2,2.55333e-06,0.000139647
ZNF516,2781.33,4693.67,7475.00,2,1.04558e-05,9.98697e-05
CHMP4C,3815.67,3659.67,7475.33,2,1.71302e-06,0.000149396
REEP6,4486.00,2990.67,7476.67,2,1.21098e-06,0.000128796
GNG2,3900.33,3576.33,7476.67,1,2.428e-06,0.000249043
MOXD1,3496.67,3980.33,7477.00,3,2.1033e-06,0.000111879
CYB5D1,2745.67,4732.33,7478.00,2,1.06368e-05,9.98281e-05
R3HDM1,4125.33,3354.00,7479.33,1,1.64833e-06,0.000512045
RNF44,3897.67,3581.67,7479.33,1,1.0979e-05,0.000100149
ZNF420,4312.67,3166.67,7479.33,2,2.90878e-06,0.000100008
IGLV4-3,3755.33,3724.67,7480.00,2,6.12641e-06,0.000153139
ZNF862,3844.33,3635.67,7480.00,1,2.68563e-06,0.000234468
PRR5,4082.33,3398.00,7480.33,2,1.81697e-06,0.0001304
SPATA2,3568.67,3912.00,7480.67,2,2.21005e-06,0.000129448
KCTD11,2703.67,4777.33,7481.00,2,1.34745e-05,9.98023e-05
PLAG1,2766.67,4714.67,7481.33,2,1.09469e-05,9.98607e-05
MAPK12,4053.67,3429.00,7482.67,1,1.85728e-06,0.000321969
SLC35E3,4135.67,3347.00,7482.67,1,1.61532e-06,0.000576276
COL21A1,3494.00,3989.00,7483.00,2,1.00678e-05,9.99539e-05
BDP1,3741.33,3743.33,7484.67,2,6.33087e-06,9.9972e-05
DNAJC9,3854.33,3630.67,7485.00,1,2.63972e-06,0.000235625
SLC52A2,3565.33,3920.33,7485.67,1,4.73104e-06,0.000197094
MRPS26,4226.67,3259.00,7485.67,2,2.1281e-06,0.000141298
GUCY1A2,2671.00,4815.00,7486.00,2,1.31796e-05,9.98264e-05
IFT57,2930.00,4556.33,7486.33,2,1.00837e-05,9.98945e-05
INTS2,4271.67,3214.67,7486.33,2,2.25137e-06,0.000158852
SLC2A12,2965.33,4521.67,7487.00,3,6.43047e-06,0.000107642
HOOK3,3749.67,3739.33,7489.00,2,6.89976e-06,9.9959e-05
CRADD,3215.00,4274.00,7489.00,2,3.623e-06,0.000117868
HIAT1,3741.67,3748.00,7489.67,1,1.24466e-05,0.000100062
P2RY2,3573.33,3916.33,7489.67,2,2.42459e-06,0.000134864
LOC100291323,3506.67,3983.67,7490.33,2,6.77336e-06,9.99523e-05
ZNF75D,3093.67,4397.00,7490.67,2,9.08969e-06,9.98993e-05
MLKL,4046.00,3444.67,7490.67,1,8.36396e-06,0.000100558
GPATCH1,3876.67,3614.33,7491.00,1,1.01122e-05,0.000100107
SLC39A7,4083.67,3408.33,7492.00,2,1.18482e-06,0.000133427
FAM177A1,3913.33,3579.33,7492.67,2,4.35605e-06,9.99895e-05
PTAR1,3580.00,3914.67,7494.67,2,8.31792e-06,9.9948e-05
UXS1,2928.00,4566.67,7494.67,2,9.71599e-06,9.98729e-05
TRG-AS1,3558.67,3937.00,7495.67,2,6.06171e-06,9.99299e-05
FSBP,2871.67,4624.00,7495.67,2,1.01995e-05,9.98871e-05
OARD1,3907.67,3588.33,7496.00,2,4.82926e-06,9.99608e-05
CLEC2D,3438.33,4057.67,7496.00,2,6.51194e-06,9.99448e-05
ZBED9,3596.00,3901.00,7497.00,2,5.56946e-06,9.99159e-05
PSMG1,3506.33,3991.00,7497.33,1,5.5743e-06,0.000191067
USP51,2856.00,4641.67,7497.67,2,9.74599e-06,9.98634e-05
KIAA0020,3426.33,4072.67,7499.00,1,7.20028e-06,0.000184901
ZDHHC23,4119.33,3379.67,7499.00,2,8.6429e-07,0.000138097
TCF12,2802.00,4698.00,7500.00,2,1.01825e-05,9.98499e-05
CDC40,3866.33,3633.67,7500.00,2,4.39936e-06,9.99323e-05
LEPROT,3645.67,3856.00,7501.67,1,3.93796e-06,0.000204031
MPZL2,3588.00,3914.33,7502.33,2,7.08798e-06,9.99576e-05
PCDHB7,3002.33,4500.00,7502.33,2,9.49779e-06,9.98763e-05
TSC22D1,3627.00,3877.00,7504.00,1,4.07296e-06,0.000201891
CDC42EP3,4157.33,3347.00,7504.33,2,3.75391e-06,9.99918e-05
SLC22A3,3907.00,3597.67,7504.67,2,3.42606e-06,0.000117758
COQ10A,2926.33,4578.33,7504.67,2,1.22566e-05,9.98862e-05
LOC100129917,3582.33,3922.33,7504.67,2,5.99024e-06,9.996e-05
LACTB,3618.00,3887.00,7505.00,1,1.51119e-05,0.000100029
C11orf80,3644.67,3863.00,7507.67,2,2.66019e-06,0.000125351
RP11-29H23.4,3936.67,3571.33,7508.00,2,4.17534e-06,9.99774e-05
SPATA6,2820.67,4688.00,7508.67,2,1.09475e-05,9.98672e-05
DHX32,3381.00,4129.33,7510.33,2,7.10236e-06,9.99343e-05
DSC3,4562.00,2948.67,7510.67,2,1.39888e-06,0.000153647
VAV1,3205.67,4305.33,7511.00,2,7.56806e-06,9.98863e-05
SPARC,3801.67,3709.67,7511.33,2,3.35933e-06,0.000121005
EFHC2,3573.33,3938.33,7511.67,2,7.47185e-06,9.99594e-05
DENND4A,3340.67,4171.33,7512.00,2,6.84357e-06,9.99376e-05
SLC34A2,3220.00,4292.00,7512.00,2,7.46108e-06,9.99164e-05
HSPA1A,3970.67,3541.67,7512.33,2,2.1168e-06,0.000130081
SLC30A8,3626.00,3886.33,7512.33,2,2.51782e-06,0.000123089
ETS1,3990.67,3522.00,7512.67,1,8.8693e-06,0.000100154
IRX4,3861.67,3652.00,7513.67,2,4.52271e-06,0.000126839
XAGE-4,4011.33,3502.67,7514.00,2,1.28464e-06,0.000125131
CPB1,3857.33,3657.67,7515.00,2,3.75514e-06,0.000133232
TBX5,3969.00,3546.33,7515.33,1,9.14421e-06,0.000100139
THRSP,4124.67,3392.67,7517.33,1,1.64908e-06,0.000371938
NAA25,3639.67,3878.00,7517.67,2,2.84997e-06,0.000119269
IBSP,4040.33,3478.00,7518.33,1,8.42456e-06,0.000100329
DET1,2789.33,4729.33,7518.67,2,1.09627e-05,9.98616e-05
SGK2,3978.00,3541.33,7519.33,1,2.09942e-06,0.000259184
ZCCHC14,4168.33,3351.33,7519.67,1,1.52174e-06,0.000525921
FAM111B,3804.00,3716.00,7520.00,1,1.32302e-05,0.00010009
ELFN1,2880.33,4639.67,7520.00,2,1.00062e-05,9.98678e-05
MSL3,3721.33,3799.00,7520.33,2,5.11803e-06,9.99593e-05
RTN4RL1,2869.00,4651.67,7520.67,2,1.31991e-05,9.98148e-05
ZNF818P,3272.00,4249.00,7521.00,2,7.83377e-06,9.99303e-05
LIMS1,3429.00,4094.00,7523.00,2,6.74144e-06,9.99452e-05
ZNF764,4151.33,3372.00,7523.33,2,3.53954e-06,0.000100003
CAPG,3619.00,3904.67,7523.67,1,4.15431e-06,0.000198787
FAM222A,4063.67,3460.33,7524.00,2,1.35225e-06,0.000148889
RNF111,4243.33,3280.67,7524.00,2,3.24147e-06,0.000100003
TMEM243,4453.00,3071.00,7524.00,2,2.46696e-06,0.000100032
CAPN12,4164.00,3361.33,7525.33,2,1.33326e-06,0.000135438
CASC1,2891.33,4634.33,7525.67,2,9.46776e-06,9.98828e-05
IGSF1,4278.67,3247.00,7525.67,2,1.61591e-06,0.000136649
XK,4352.33,3173.67,7526.00,2,8.97885e-07,0.000135678
AL832163,4346.00,3180.00,7526.00,2,2.85132e-06,0.000100004
ARHGAP31,3927.67,3599.33,7527.00,1,9.56238e-06,0.000100114
SSFA2,3101.00,4426.00,7527.00,2,1.24718e-05,9.98936e-05
DMPK,3474.00,4053.67,7527.67,1,6.18825e-06,0.00018634
NLK,3110.67,4417.00,7527.67,2,8.05678e-06,9.98724e-05
SLC9B2,3812.33,3716.00,7528.33,2,1.77657e-06,0.000139738
LOC100507642,4447.00,3081.67,7528.67,2,2.27673e-06,0.000100023
ATP8B1,3973.67,3555.00,7528.67,1,9.08233e-06,0.000100134
RBM11,3531.00,3997.67,7528.67,2,6.02703e-06,9.99474e-05
SYNJ2BP,3357.33,4172.00,7529.33,2,7.66573e-06,9.99364e-05
LOC100130872,3757.67,3773.00,7530.67,1,3.14931e-06,0.00021378
ELAC1,2902.00,4628.67,7530.67,2,1.11396e-05,9.98793e-05
RPP40,3802.67,3729.33,7532.00,1,1.3251e-05,0.000100086
IREB2,3701.00,3831.00,7532.00,2,3.84439e-06,0.00012927
ZNF222,3482.00,4051.00,7533.00,2,8.49247e-06,9.98968e-05
FXYD3,3924.00,3609.67,7533.67,2,1.23829e-06,0.000125814
ZSCAN12,3946.67,3587.33,7534.00,1,2.22418e-06,0.000245714
LOC101927451,3839.67,3695.00,7534.67,2,4.72846e-06,9.99381e-05
LINC00665,4047.33,3488.67,7536.00,1,8.28784e-06,0.000100176
KIF2A,3836.33,3700.33,7536.67,1,1.24286e-05,0.000100094
ORAI3,3630.00,3907.00,7537.00,2,8.52117e-06,9.99436e-05
CROCCP2,3876.67,3661.00,7537.67,1,2.52978e-06,0.000229521
MYEOV2,4531.00,3007.00,7538.00,2,4.34325e-07,0.000140823
ZNF85,4098.33,3440.00,7538.33,2,3.65073e-06,9.99842e-05
PIK3C3,3784.00,3754.67,7538.67,1,1.16032e-05,0.00010006
TNFAIP8L2,3514.67,4024.67,7539.33,2,8.55997e-06,9.98742e-05
CYP26B1,4359.67,3181.33,7541.00,2,1.38624e-06,0.000142298
STRBP,4024.00,3517.33,7541.33,1,8.5202e-06,0.000100158
RP4-813F11.4,2735.33,4806.67,7542.00,2,1.19364e-05,9.98365e-05
TTC3,3909.00,3633.00,7542.00,2,2.47399e-06,0.000125674
WWTR1,3815.67,3727.67,7543.33,2,2.29759e-06,0.000107736
ZNF519,2939.67,4603.67,7543.33,2,1.0312e-05,9.98489e-05
LOC202181,3164.33,4380.00,7544.33,2,8.44762e-06,9.991e-05
KIAA1429,2923.67,4622.33,7546.00,2,9.57153e-06,9.98868e-05
PTPN22,3759.00,3787.00,7546.00,2,4.99108e-06,9.99557e-05
CCNA1,2608.00,4938.00,7546.00,2,1.75443e-05,9.97587e-05
KIAA1598,3919.67,3628.33,7548.00,2,2.70243e-06,0.000133665
ARMC8,3133.67,4416.67,7550.33,2,8.0754e-06,9.98546e-05
VCPIP1,3199.33,4351.00,7550.33,2,8.68844e-06,9.98817e-05
SERHL2,3755.00,3795.67,7550.67,2,1.63134e-06,0.000133877
ETV1,3439.33,4112.33,7551.67,2,4.83066e-06,0.000134317
GPSM2,3924.67,3627.33,7552.00,1,2.3181e-06,0.000236477
EFNA5,3470.00,4082.00,7552.00,2,7.22525e-06,9.99456e-05
CCNDBP1,3203.00,4350.33,7553.33,2,8.76551e-06,9.98971e-05
LOC101929177,4030.00,3523.33,7553.33,1,8.45764e-06,0.000100153
SLK,3184.67,4368.67,7553.33,2,1.46361e-05,9.98818e-05
LY9,4145.67,3409.67,7555.33,2,3.65989e-06,9.99962e-05
ERN1,3459.67,4096.00,7555.67,2,8.79964e-06,9.99259e-05
LINC00888,2866.67,4691.33,7558.00,2,1.03746e-05,9.9873e-05
SEC11A,4052.67,3505.67,7558.33,1,8.21534e-06,0.000100165
CCNO,3619.00,3939.67,7558.67,2,2.64084e-06,0.000129366
THUMPD2,4518.00,3041.67,7559.67,2,2.27491e-06,0.000100037
KIF13A,3960.00,3600.00,7560.00,1,9.23846e-06,0.000100113
ZKSCAN2,3453.33,4106.67,7560.00,2,2.77883e-06,0.000128284
GUCY1B3,3269.33,4291.00,7560.33,3,2.85729e-06,0.000108724
KATNBL1,4113.33,3447.67,7561.00,2,3.58112e-06,0.000122795
LRRC46,2851.33,4709.67,7561.00,2,2.26252e-05,9.97627e-05
NPC2,4120.33,3441.67,7562.00,2,3.56432e-06,9.99783e-05
WT1,4182.67,3379.67,7562.33,2,1.76931e-06,0.000152992
TTC27,3790.33,3772.00,7562.33,2,4.71866e-06,9.99354e-05
EFCAB2,3460.67,4102.00,7562.67,2,6.70865e-06,9.99422e-05
GID4,3762.67,3800.00,7562.67,1,3.10716e-06,0.000210104
C4orf33,3781.67,3782.00,7563.67,1,3.00457e-06,0.000212507
RP11-97C16.1,3673.67,3890.67,7564.33,2,2.73168e-06,0.000127932
LOC100506314,4312.67,3251.67,7564.33,2,1.27854e-06,0.000129422
PRMT3,3209.67,4354.67,7564.33,2,4.5432e-06,0.00011171
SMYD4,2715.67,4849.33,7565.00,2,1.18737e-05,9.98273e-05
HMBOX1,3976.00,3590.00,7566.00,1,2.10629e-06,0.000245209
TRPS1,4237.00,3329.33,7566.33,2,2.87234e-06,0.000112574
TTBK2,4061.00,3506.67,7567.67,1,8.11496e-06,0.000100164
SLC29A4,4470.67,3097.33,7568.00,2,1.76788e-06,0.000127053
RP11-285J16.1,2832.33,4736.00,7568.33,2,1.06346e-05,9.9839e-05
TRPA1,4326.33,3242.33,7568.67,2,1.78925e-06,0.000128534
ZBED3,3592.33,3976.33,7568.67,2,5.27029e-06,0.000137459
FAM155A,2733.67,4835.33,7569.00,2,1.15546e-05,9.98307e-05
JKAMP,3346.67,4223.33,7570.00,2,6.80043e-06,9.99263e-05
PADI2,4119.67,3451.67,7571.33,2,9.70355e-07,0.000129343
MAFG-AS1,4332.67,3238.67,7571.33,2,1.84253e-06,0.000139435
LOC101929709,3332.67,4239.00,7571.67,2,8.44012e-06,9.98955e-05
RASAL3,3675.00,3897.00,7572.00,2,1.88641e-06,0.000139511
EPB41L5,3052.67,4521.00,7573.67,2,1.02656e-05,9.98939e-05
ADAM12,4526.67,3047.33,7574.00,2,1.30365e-06,0.000153748
